year,make,model,EngineSize,Cylinders,CombFuelEconomy,CO2Emmisions,CO2Rating
2016,MAZDA,MAZDA5,2.5,4,9.8,229,5
2016,MAZDA,MAZDA6,2.5,4,7.6,178,7
2016,MAZDA,MAZDA6 (i-ELOOP),2.5,4,7.3,171,8
2016,MAZDA,MAZDA6 (SIL),2.5,4,8.1,188,7
2016,MAZDA,MX-5,2,4,7.8,183,7
2016,MAZDA,MX-5 (SIL),2,4,7.8,183,7
2016,MERCEDES-BENZ,AMG C 63,4,8,11.7,268,5
2016,MERCEDES-BENZ,AMG C 63 S,4,8,11.7,268,5
2016,MERCEDES-BENZ,AMG CLA 45,2,4,9.1,214,6
2016,MERCEDES-BENZ,AMG CLS 63 S 4MATIC,5.5,8,13.1,308,4
2016,MERCEDES-BENZ,AMG E 63 S 4MATIC,5.5,8,13.3,310,4
2016,MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,5.5,8,13.3,310,4
2016,MERCEDES-BENZ,AMG G 63,5.5,8,18.5,417,1
2016,MERCEDES-BENZ,AMG G 65,6,12,21.4,476,1
2016,MERCEDES-BENZ,AMG GL 63 S,5.5,8,16.3,369,2
2016,MERCEDES-BENZ,AMG GLA 45,2,4,9.3,216,6
2016,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,5.5,8,15.6,366,2
2016,MERCEDES-BENZ,AMG GLE 63 S COUPE 4MATIC,5.5,8,15.2,363,2
2016,MERCEDES-BENZ,AMG GT S,4,8,12.8,303,4
2016,MERCEDES-BENZ,AMG S 63,5.5,8,13.2,313,4
2016,MERCEDES-BENZ,AMG S 63 COUPE,5.5,8,13,313,4
2016,MERCEDES-BENZ,AMG S 65,6,12,15.5,361,2
2016,MERCEDES-BENZ,AMG S 65 COUPE,6,12,15,355,3
2016,MERCEDES-BENZ,AMG SL 63,5.5,8,12.4,298,4
2016,MERCEDES-BENZ,AMG SL 65,6,12,14.2,335,3
2016,MERCEDES-BENZ,AMG SLK 55,5.5,8,10.6,252,5
2016,MERCEDES-BENZ,B 250,2,4,8,188,7
2016,MERCEDES-BENZ,B 250 4MATIC,2,4,8.9,206,6
2016,MERCEDES-BENZ,C 300 4MATIC,2,4,9,212,6
2016,MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,3,6,10.4,231,5
2016,MERCEDES-BENZ,CLA 250,2,4,8.1,188,7
2016,MERCEDES-BENZ,CLA 250 4MATIC FFV,2,4,8.6,198,7
2016,MERCEDES-BENZ,CLA 250 4MATIC FFV,2,4,11.6,198,7
2016,MERCEDES-BENZ,CLS 400 4MATIC,3,6,10.7,252,5
2016,MERCEDES-BENZ,CLS 550 4MATIC,4.7,8,11.7,277,4
2016,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,2.1,4,7.4,200,7
2016,MERCEDES-BENZ,E 300 4MATIC,3.5,6,10.2,240,5
2016,MERCEDES-BENZ,E 400 4MATIC,3,6,10.4,244,5
2016,MERCEDES-BENZ,E 400 4MATIC COUPE,3,6,10.2,239,5
2016,MERCEDES-BENZ,E 400 4MATIC WAGON,3,6,10.8,253,5
2016,MERCEDES-BENZ,E 400 CABRIOLET,3,6,10,233,5
2016,MERCEDES-BENZ,E 550 4MATIC,4.7,8,11.4,270,5
2016,MERCEDES-BENZ,E 550 CABRIOLET,4.7,8,11.7,275,4
2016,MERCEDES-BENZ,E 550 COUPE,4.7,8,11.4,268,5
2016,MERCEDES-BENZ,G 550,5.5,8,17.9,401,2
2016,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,3,6,12,322,3
2016,MERCEDES-BENZ,GL 450 4MATIC,3,6,14,298,4
2016,MERCEDES-BENZ,GL 550 4MATIC,4.7,8,15.5,365,2
2016,MERCEDES-BENZ,GLA 250 4MATIC,2,4,8.7,203,6
2016,MERCEDES-BENZ,GLE 350d 4MATIC,3,6,9.2,246,5
2016,MERCEDES-BENZ,GLE 350d 4MATIC COUPE,3,6,9.4,253,5
2016,MERCEDES-BENZ,GLE 400 4MATIC,3,6,12,282,4
2016,MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,3,6,12,281,4
2016,MERCEDES-BENZ,GLE 550 4MATIC,4.7,8,14.2,335,3
2016,MERCEDES-BENZ,MAYBACH S 600,6,12,15.3,359,2
2016,MERCEDES-BENZ,METRIS CARGO,2,4,10.2,233,5
2016,MERCEDES-BENZ,METRIS PASSENGER,2,4,10.9,248,5
2016,MERCEDES-BENZ,S 400 4MATIC SWB,3,6,10.8,253,5
2016,MERCEDES-BENZ,S 550 4MATIC SWB,4.7,8,12.2,294,4
2016,MERCEDES-BENZ,S 550 4MATIC LWB,4.7,8,12.5,287,4
2016,MERCEDES-BENZ,S 550 4MATIC COUPE,4.7,8,12.3,289,4
2016,MERCEDES-BENZ,S 600,6,12,14.5,340,3
2016,MERCEDES-BENZ,SL 550,4.7,8,12.3,289,4
2016,MERCEDES-BENZ,SLK 300,2,4,8.5,199,7
2016,MERCEDES-BENZ,SLK 350,3.5,6,9.8,229,5
2016,MINI,COOPER 3 DOOR,1.5,3,7.7,181,7
2016,MINI,COOPER 3 DOOR,1.5,3,7.3,172,8
2016,MINI,COOPER 5 DOOR,1.5,3,7.7,181,7
2016,MINI,COOPER 5 DOOR,1.5,3,7.2,170,8
2016,MINI,COOPER CLUBMAN,1.5,3,8.3,195,7
2016,MINI,COOPER CLUBMAN,1.5,3,8.2,194,7
2016,MINI,COOPER CONVERTIBLE,1.5,3,7.7,181,7
2016,MINI,COOPER CONVERTIBLE,1.5,3,7.2,170,8
2016,MINI,COOPER S 3 DOOR,2,4,8.2,193,7
2016,MINI,COOPER S 3 DOOR,2,4,8.7,203,6
2016,MINI,COOPER S 5 DOOR,2,4,8.2,193,7
2016,MINI,COOPER S 5 DOOR,2,4,8.7,203,6
2016,MINI,COOPER S CLUBMAN,2,4,8.5,198,7
2016,MINI,COOPER S CLUBMAN,2,4,9.2,215,6
2016,MINI,COOPER S CONVERTIBLE,2,4,8.5,198,7
2016,MINI,COOPER S CONVERTIBLE,2,4,8.7,203,6
2016,MINI,COOPER S COUNTRYMAN ALL4,1.6,4,9,212,6
2016,MINI,COOPER S COUNTRYMAN ALL4,1.6,4,8.6,201,6
2016,MINI,COOPER S PACEMAN ALL4,1.6,4,9,212,6
2016,MINI,COOPER S PACEMAN ALL4,1.6,4,8.6,201,6
2016,MINI,JOHN COOPER WORKS,2,4,8.5,199,7
2016,MINI,JOHN COOPER WORKS,2,4,9.2,214,6
2016,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,4,9,212,6
2016,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,4,8.6,201,6
2016,MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,4,9,212,6
2016,MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,4,8.6,201,6
2016,MITSUBISHI,LANCER,2,4,7.8,181,7
2016,MITSUBISHI,LANCER,2,4,8.4,198,7
2016,MITSUBISHI,LANCER,2.4,4,8.8,204,6
2016,MITSUBISHI,LANCER,2.4,4,9.2,217,6
2016,MITSUBISHI,LANCER 4WD,2.4,4,9.1,210,6
2016,MITSUBISHI,LANCER SPORTBACK,2,4,8.3,191,7
2016,MITSUBISHI,LANCER SPORTBACK,2,4,8.7,203,6
2016,MITSUBISHI,MIRAGE,1.2,3,5.9,139,9
2016,MITSUBISHI,MIRAGE,1.2,3,6.3,147,9
2016,MITSUBISHI,OUTLANDER,2.4,4,8.4,193,7
2016,MITSUBISHI,OUTLANDER 4WD,2.4,4,9,207,6
2016,MITSUBISHI,OUTLANDER 4WD,3,6,10.4,238,5
2016,MITSUBISHI,RVR,2,4,8.7,202,6
2016,MITSUBISHI,RVR,2,4,9.3,214,6
2016,MITSUBISHI,RVR 4WD,2.4,4,9.6,223,6
2016,NISSAN,370Z,3.7,6,11.1,260,5
2016,NISSAN,370Z,3.7,6,11.5,269,5
2016,NISSAN,370Z ROADSTER,3.7,6,11.5,270,5
2016,NISSAN,370Z ROADSTER,3.7,6,11.8,278,4
2016,NISSAN,ALTIMA,2.5,4,7.5,176,7
2016,NISSAN,ALTIMA 3.5,3.5,6,9,212,6
2016,NISSAN,ALTIMA SR,2.5,4,7.7,181,7
2016,NISSAN,FRONTIER,2.5,4,12.1,285,4
2016,NISSAN,FRONTIER,2.5,4,11.3,266,5
2016,NISSAN,FRONTIER,4,6,12.7,300,4
2016,NISSAN,FRONTIER 4WD,4,6,13.7,322,3
2016,NISSAN,FRONTIER 4WD,4,6,13.3,313,4
2016,NISSAN,GT-R,3.8,6,12.6,294,4
2016,NISSAN,JUKE,1.6,4,7.9,186,7
2016,NISSAN,JUKE,1.6,4,7.8,183,7
2016,NISSAN,JUKE AWD,1.6,4,8.2,194,7
2016,NISSAN,JUKE NISMO RS,1.6,4,8.3,194,7
2016,NISSAN,JUKE NISMO RS AWD,1.6,4,8.8,208,6
2016,NISSAN,MAXIMA,3.5,6,9.5,223,6
2016,NISSAN,MICRA,1.6,4,7.8,184,7
2016,NISSAN,MICRA,1.6,4,7.7,182,7
2016,NISSAN,MURANO,3.5,6,9.8,230,5
2016,NISSAN,MURANO AWD,3.5,6,9.9,232,5
2016,NISSAN,NV200 CARGO VAN,2,4,9.4,220,6
2016,NISSAN,PATHFINDER,3.5,6,10.4,245,5
2016,NISSAN,PATHFINDER 4WD,3.5,6,10.7,251,5
2016,NISSAN,PATHFINDER 4WD PLATINUM,3.5,6,11,258,5
2016,NISSAN,ROGUE,2.5,4,8.2,194,7
2016,NISSAN,ROGUE AWD,2.5,4,8.6,201,7
2016,NISSAN,SENTRA,1.8,4,7.2,167,8
2016,NISSAN,SENTRA,1.8,4,7.9,184,7
2016,NISSAN,VERSA,1.6,4,6.8,161,8
2016,NISSAN,VERSA,1.6,4,7.6,179,7
2016,PORSCHE,911 CARRERA,3.4,6,10.1,238,5
2016,PORSCHE,911 CARRERA,3.4,6,10.6,249,5
2016,PORSCHE,911 CARRERA CABRIOLET,3.4,6,10.1,236,5
2016,PORSCHE,911 CARRERA CABRIOLET,3.4,6,10.7,251,5
2016,PORSCHE,911 CARRERA GTS,3.8,6,11,259,5
2016,PORSCHE,911 CARRERA GTS,3.8,6,11.2,262,5
2016,PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,11.1,260,5
2016,PORSCHE,911 CARRERA GTS CABRIOLET,3.8,6,11.6,272,4
2016,PORSCHE,911 CARRERA S,3.8,6,10.5,245,5
2016,PORSCHE,911 CARRERA S,3.8,6,10.7,252,5
2016,PORSCHE,911 CARRERA S CABRIOLET,3.8,6,10.6,250,5
2016,PORSCHE,911 CARRERA S CABRIOLET,3.8,6,10.9,255,5
2016,PORSCHE,911 CARRERA 4,3.4,6,10.2,240,5
2016,PORSCHE,911 CARRERA 4,3.4,6,10.7,251,5
2016,PORSCHE,911 CARRERA 4 CABRIOLET,3.4,6,10.5,246,5
2016,PORSCHE,911 CARRERA 4 CABRIOLET,3.4,6,10.9,257,5
2016,PORSCHE,911 CARRERA 4 GTS,3.8,6,11.1,260,5
2016,PORSCHE,911 CARRERA 4 GTS,3.8,6,11.3,265,5
2016,PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.8,6,11.4,268,5
2016,PORSCHE,911 CARRERA 4 GTS CABRIOLET,3.8,6,11.6,272,4
2016,PORSCHE,911 CARRERA 4S,3.8,6,10.7,251,5
2016,PORSCHE,911 CARRERA 4S,3.8,6,11,258,5
2016,PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,11,257,5
2016,PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,11.2,262,5
2016,PORSCHE,911 GT3,3.8,6,14,329,3
2016,PORSCHE,911 GT3RS,4,6,14.3,334,3
2016,PORSCHE,911 TARGA 4,3.4,6,10.8,253,5
2016,PORSCHE,911 TARGA 4,3.4,6,11.1,261,5
2016,PORSCHE,911 TARGA 4S,3.8,6,11.2,260,5
2016,PORSCHE,911 TARGA 4S,3.8,6,11.4,267,5
2016,PORSCHE,911 TURBO,3.8,6,11.9,278,4
2016,PORSCHE,911 TURBO CABRIOLET,3.8,6,11.9,278,4
2016,PORSCHE,911 TURBO S,3.8,6,11.9,278,4
2016,PORSCHE,911 TURBO S CABRIOLET,3.8,6,11.9,278,4
2016,PORSCHE,BOXSTER,2.7,6,9.2,217,6
2016,PORSCHE,BOXSTER,2.7,6,9.9,232,5
2016,PORSCHE,BOXSTER GTS,3.4,6,9.5,222,6
2016,PORSCHE,BOXSTER GTS,3.4,6,10.7,250,5
2016,PORSCHE,BOXSTER S,3.4,6,9.8,230,5
2016,PORSCHE,BOXSTER S,3.4,6,10.4,245,5
2016,PORSCHE,BOXSTER SPYDER,3.8,6,11.6,272,4
2016,PORSCHE,CAYENNE,3.6,6,11.5,268,5
2016,PORSCHE,CAYENNE GTS,3.6,6,12.6,296,4
2016,PORSCHE,CAYENNE S,3.6,6,12,281,4
2016,PORSCHE,CAYENNE TURBO,4.8,8,14.2,334,3
2016,PORSCHE,CAYMAN,2.7,6,9.2,217,6
2016,PORSCHE,CAYMAN,2.7,6,9.9,232,5
2016,PORSCHE,CAYMAN GT4,3.8,6,11.8,277,4
2016,PORSCHE,CAYMAN GTS,3.4,6,9.5,222,6
2016,PORSCHE,CAYMAN GTS,3.4,6,10.7,250,5
2016,PORSCHE,CAYMAN S,3.4,6,9.8,230,5
2016,PORSCHE,CAYMAN S,3.4,6,10.4,245,5
2016,PORSCHE,MACAN S,3,6,12.2,285,4
2016,PORSCHE,MACAN TURBO,3.6,6,12.3,287,4
2016,PORSCHE,PANAMERA,3.6,6,10.9,255,5
2016,PORSCHE,PANAMERA GTS,4.8,8,12.7,298,4
2016,PORSCHE,PANAMERA S,3,6,11.4,267,5
2016,PORSCHE,PANAMERA 4,3.6,6,11.1,262,5
2016,PORSCHE,PANAMERA 4S,3,6,11.4,267,5
2016,PORSCHE,PANAMERA 4S EXECUTIVE,3,6,11.5,271,4
2016,PORSCHE,PANAMERA TURBO,4.8,8,12.8,300,4
2016,PORSCHE,PANAMERA TURBO EXECUTIVE,4.8,8,12.9,303,4
2016,PORSCHE,PANAMERA TURBO S,4.8,8,12.8,300,4
2016,PORSCHE,PANAMERA TURBO S EXECUTIVE,4.8,8,12.9,303,4
2016,RAM,1500 FFV,3.6,6,11.9,279,4
2016,RAM,1500 FFV,3.6,6,16.8,279,4
2016,RAM,1500 HFE,3.6,6,11.3,264,5
2016,RAM,1500 (MDS),5.7,8,14.8,348,3
2016,RAM,1500 (MDS),5.7,8,13.6,319,3
2016,RAM,1500 ECODIESEL,3,6,10.2,272,4
2016,RAM,1500 ECODIESEL HFE,3,6,9.8,264,5
2016,RAM,1500 4X4 FFV,3.6,6,12.6,294,4
2016,RAM,1500 4X4 FFV,3.6,6,17.8,296,4
2016,RAM,1500 4X4 (MDS),5.7,8,15.4,362,2
2016,RAM,1500 4X4 (MDS),5.7,8,14.1,330,3
2016,RAM,1500 4X4 ECODIESEL,3,6,10.6,283,4
2016,RAM,PROMASTER CITY,2.4,4,9.8,231,5
2016,ROLLS-ROYCE,GHOST,6.6,12,16.1,373,2
2016,ROLLS-ROYCE,GHOST EWB,6.6,12,16.1,373,2
2016,ROLLS-ROYCE,PHANTOM,6.7,12,17.2,403,2
2016,ROLLS-ROYCE,PHANTOM EWB,6.7,12,17.2,404,2
2016,ROLLS-ROYCE,PHANTOM COUPE,6.7,12,17.2,403,2
2016,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,6.7,12,17.2,404,2
2016,ROLLS-ROYCE,WRAITH,6.6,12,15.6,367,2
2016,SCION,FR-S,2,4,8.4,197,7
2016,SCION,FR-S,2,4,9.6,224,6
2016,SCION,iM,1.8,4,7.4,173,8
2016,SCION,iM,1.8,4,7.7,180,7
2016,SCION,tC,2.5,4,9,211,6
2016,SCION,tC,2.5,4,9,210,6
2016,SMART,FORTWO CABRIOLET,0.9,3,6.9,157,8
2016,SMART,FORTWO COUPE,0.9,3,6.9,157,8
2016,SUBARU,BRZ,2,4,8.4,197,7
2016,SUBARU,BRZ,2,4,9.6,224,6
2016,SUBARU,FORESTER AWD,2,4,9.4,222,6
2016,SUBARU,FORESTER AWD,2.5,4,8.7,204,6
2016,SUBARU,FORESTER AWD,2.5,4,9.6,227,5
2016,SUBARU,IMPREZA AWD,2,4,7.6,177,7
2016,SUBARU,IMPREZA AWD,2,4,8.4,197,7
2016,SUBARU,IMPREZA WAGON AWD,2,4,7.6,177,7
2016,SUBARU,IMPREZA WAGON AWD,2,4,8.4,197,7
2016,SUBARU,LEGACY AWD,2.5,4,7.9,185,7
2016,SUBARU,LEGACY AWD,2.5,4,9.4,220,6
2016,SUBARU,LEGACY AWD,3.6,6,10.2,239,5
2016,SUBARU,OUTBACK AWD,2.5,4,8.3,196,7
2016,SUBARU,OUTBACK AWD,2.5,4,9.7,228,5
2016,SUBARU,OUTBACK AWD,3.6,6,10.5,246,5
2016,SUBARU,WRX,2,4,11.2,254,5
2016,SUBARU,WRX,2,4,10,233,5
2016,SUBARU,WRX,2.5,4,12.2,285,4
2016,SUBARU,XV CROSSTREK AWD,2,4,8.1,191,7
2016,SUBARU,XV CROSSTREK AWD,2,4,9.1,214,6
2016,SUBARU,XV CROSSTREK HYBRID AWD,2,4,7.5,175,8
2016,TOYOTA,4RUNNER 4WD,4,6,12.8,298,4
2016,TOYOTA,4RUNNER 4WD (Part-Time 4WD),4,6,12.8,298,4
2016,TOYOTA,AVALON,3.5,6,9.7,225,6
2016,TOYOTA,CAMRY,2.5,4,8.2,192,7
2016,TOYOTA,CAMRY,3.5,6,9.5,222,6
2016,TOYOTA,CAMRY HYBRID LE,2.5,4,5.7,134,9
2016,TOYOTA,CAMRY HYBRID XLE/SE,2.5,4,5.9,137,9
2016,TOYOTA,COROLLA,1.8,4,7.6,179,7
2016,TOYOTA,COROLLA,1.8,4,7.3,171,8
2016,TOYOTA,COROLLA,1.8,4,7.1,166,8
2016,TOYOTA,COROLLA,1.8,4,7.5,174,8
2016,TOYOTA,COROLLA LE ECO (1-mode),1.8,4,6.8,160,8
2016,TOYOTA,COROLLA LE ECO (2-mode),1.8,4,6.9,162,8
2016,TOYOTA,HIGHLANDER,3.5,6,11.1,260,5
2016,TOYOTA,HIGHLANDER AWD,3.5,6,11.6,272,4
2016,TOYOTA,HIGHLANDER HYBRID AWD,3.5,6,8.5,198,7
2016,TOYOTA,HIGHLANDER HYBRID AWD LE,3.5,6,8.4,195,7
2016,TOYOTA,PRIUS,1.8,4,4.5,104,10
2016,TOYOTA,PRIUS c,1.5,4,4.7,111,10
2016,TOYOTA,PRIUS v,1.8,4,5.6,131,9
2016,TOYOTA,RAV4,2.5,4,9,212,6
2016,TOYOTA,RAV4 AWD,2.5,4,9.5,220,6
2016,TOYOTA,RAV4 HYBRID AWD,2.5,4,7.2,169,8
2016,TOYOTA,RAV4 LE/XLE,2.5,4,8.9,208,6
2016,TOYOTA,RAV4 LIMITED/SE AWD,2.5,4,9.4,220,6
2016,TOYOTA,SEQUOIA 4WD,5.7,8,16.6,382,2
2016,TOYOTA,SIENNA,3.5,6,11.4,267,5
2016,TOYOTA,SIENNA AWD,3.5,6,12.5,290,4
2016,TOYOTA,TACOMA,2.7,4,11.1,261,5
2016,TOYOTA,TACOMA,3.5,6,11.4,267,5
2016,TOYOTA,TACOMA 4WD,2.7,4,11.7,274,4
2016,TOYOTA,TACOMA 4WD,2.7,4,11.9,279,4
2016,TOYOTA,TACOMA 4WD,3.5,6,11.9,280,4
2016,TOYOTA,TACOMA 4WD,3.5,6,12.5,292,4
2016,TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,3.5,6,12.9,300,4
2016,TOYOTA,TUNDRA,4.6,8,14.3,335,3
2016,TOYOTA,TUNDRA,5.7,8,15.4,360,2
2016,TOYOTA,TUNDRA 4WD,4.6,8,15.1,351,3
2016,TOYOTA,TUNDRA 4WD,5.7,8,16.3,380,2
2016,TOYOTA,VENZA,2.7,4,10.4,244,5
2016,TOYOTA,VENZA,3.5,6,10.9,256,5
2016,TOYOTA,VENZA 4WD,2.7,4,10.5,241,5
2016,TOYOTA,VENZA 4WD,3.5,6,11.3,263,5
2016,TOYOTA,YARIS,1.5,4,6.4,151,8
2016,TOYOTA,YARIS (SIL),1.5,4,6.7,157,8
2016,TOYOTA,YARIS HATCHBACK,1.5,4,7.3,170,8
2016,TOYOTA,YARIS HATCHBACK,1.5,4,7.1,165,8
2016,VOLKSWAGEN,BEETLE,1.8,4,8.4,196,7
2016,VOLKSWAGEN,BEETLE,1.8,4,8.4,196,7
2016,VOLKSWAGEN,BEETLE CONVERTIBLE,1.8,4,8.4,196,7
2016,VOLKSWAGEN,BEETLE DUNE,1.8,4,8.7,203,6
2016,VOLKSWAGEN,CC,2,4,9.3,217,6
2016,VOLKSWAGEN,GOLF,1.8,4,8.1,189,7
2016,VOLKSWAGEN,GOLF,1.8,4,8,187,7
2016,VOLKSWAGEN,GOLF GTI,2,4,8.5,198,7
2016,VOLKSWAGEN,GOLF GTI,2,4,8.3,193,7
2016,VOLKSWAGEN,GOLF R,2,4,9.3,216,6
2016,VOLKSWAGEN,GOLF R,2,4,9.4,220,6
2016,VOLKSWAGEN,GOLF SPORTWAGON,1.8,4,8.1,190,7
2016,VOLKSWAGEN,GOLF SPORTWAGON,1.8,4,8.2,192,7
2016,VOLKSWAGEN,JETTA,1.4,4,7.3,173,8
2016,VOLKSWAGEN,JETTA,1.4,4,7.2,168,8
2016,VOLKSWAGEN,JETTA,1.8,4,8,186,7
2016,VOLKSWAGEN,JETTA,1.8,4,8.1,189,7
2016,VOLKSWAGEN,JETTA,2,4,8.6,201,7
2016,VOLKSWAGEN,JETTA,2,4,8.8,207,6
2016,VOLKSWAGEN,JETTA HYBRID,1.4,4,5.3,124,9
2016,VOLKSWAGEN,PASSAT,1.8,4,8,187,7
2016,VOLKSWAGEN,PASSAT,1.8,4,8.1,189,7
2016,VOLKSWAGEN,PASSAT,3.6,6,10.4,243,5
2016,VOLKSWAGEN,TIGUAN,2,4,10.7,251,5
2016,VOLKSWAGEN,TIGUAN,2,4,11.2,259,5
2016,VOLKSWAGEN,TIGUAN 4MOTION,2,4,10.6,248,5
2016,VOLKSWAGEN,TOUAREG,3.6,6,12.2,287,4
2016,VOLVO,S60 CC T5 AWD,2.5,5,10.3,239,5
2016,VOLVO,S60 INSCRIPTION,2,4,8.3,193,7
2016,VOLVO,S60 INSCRIPTION T5 AWD,2.5,5,10.1,233,5
2016,VOLVO,S60 T5,2,4,8.3,193,7
2016,VOLVO,S60 T5 AWD,2.5,5,10.1,233,5
2016,VOLVO,S60 T6,2,4,9.3,218,6
2016,VOLVO,S60 T6 AWD,2,4,9.9,231,5
2016,VOLVO,S60 3.0T AWD,3,6,11.2,259,5
2016,VOLVO,S60 POLESTAR,3,6,11.2,259,5
2016,VOLVO,S80 T5,2,4,8.3,193,7
2016,VOLVO,V60 CC T5 AWD,2.5,5,10.3,239,5
2016,VOLVO,V60 T5,2,4,8.3,193,7
2016,VOLVO,V60 T5 AWD,2.5,5,10.1,233,5
2016,VOLVO,V60 T6 AWD,2,4,9.9,231,5
2016,VOLVO,V60 3.0T AWD,3,6,11.2,259,5
2016,VOLVO,V60 POLESTAR,3,6,11.2,259,5
2016,VOLVO,XC60 T5,2,4,9.1,213,6
2016,VOLVO,XC60 T5 AWD,2.5,5,11,254,5
2016,VOLVO,XC60 T6,2,4,9.7,226,6
2016,VOLVO,XC60 T6 AWD,2,4,10.6,247,5
2016,VOLVO,XC60 3.0T AWD,3,6,12,276,4
2016,VOLVO,XC70 T5,2,4,9.1,213,6
2016,VOLVO,XC70 T5 AWD,2.5,5,11,254,5
2016,VOLVO,XC90 T5,2,4,10,232,5
2016,VOLVO,XC90 T5 AWD,2,4,10.2,239,5
2016,VOLVO,XC90 T6 AWD,2,4,10.6,247,5